-250.4366312,-290.9991191,-271.2635712,-266.1188949,-248.1128193,-158.5870459,-240.110223,-206.4355156,-161.4432043,-189.4519657,-185.3671493,-163.2998782,-173.7933708,-151.5850657,-131.502543,-115.7560169,-79.72256132,-92.82239625,-79.82228698,-106.4097986,-98.47328322,-148.011451,-141.5754328,-158.4690772,-156.0991963,-163.1740172,-196.4822401,-207.524531,-152.3499809,-125.9742417,-133.5842291,-127.8588959,-78.29294892,-94.58251488,-86.63616221,-90.68376659,-109.6535323,-97.52816619,-95.065945,-92.27735012,-91.60903885,-86.91034262,-91.53731306,-92.12480796,-88.15635475,-128.4953114,-94.20811706,-92.88928257,-102.1316765,-96.12994252,-98.41603313,-100.2979415,-111.3101453,-138.9948048,-161.4244413,-156.2072768,-148.5696046,-162.8794286,-182.7052506,-166.0287021,-176.8890472,-168.1162779,-167.9564545,-176.7096005,-192.3796512,-189.9185385,-203.9118933,-212.9725018,-209.6262213,-215.1671517,-213.0017827,-232.1631481,-222.8995177,-219.4462394,-212.2012526,-215.7124048,-221.7120348,-238.0387833,-231.7071706,-232.1083314,-234.142902,-223.0169019,-247.1992799,-251.3739016,-236.6940225,-238.2415599,-244.0456378,-255.6478157,-260.755024,-260.7521121,-238.5396534,-199.4889037,-235.7197701,-232.9123534,-226.5552644,-227.13643,-238.2716029,-244.2609171,-239.485902,-228.5939444
-261.2827079,-285.6868377,-277.46709,-274.1236536,-244.673584,-149.7339764,-230.8908945,-184.5842009,-150.1661908,-180.1148689,-177.3793372,-152.9627511,-164.2834748,-136.1344805,-131.2148058,-95.94082258,-80.82518612,-85.21968931,-80.81393403,-94.36202657,-103.0904609,-146.948541,-144.7337382,-157.9742396,-160.1159525,-168.1003602,-203.3092798,-196.4445743,-140.7661053,-121.5128382,-129.6914753,-118.1522158,-79.76919635,-92.7319286,-87.80452594,-94.18860913,-99.71125338,-100.101857,-96.54370776,-96.05495017,-95.99143751,-91.13322153,-94.92349736,-96.25435525,-95.21232459,-113.5517872,-98.0352899,-99.45738858,-103.3511959,-100.7289317,-102.7829289,-105.3567346,-116.0396787,-142.1284605,-158.3722045,-159.1531431,-152.3107345,-164.6712284,-181.6013493,-166.5356079,-175.5543018,-166.6689975,-169.6423733,-182.0059266,-193.3958121,-190.491935,-204.2339837,-209.958281,-207.9828612,-214.13506,-217.1767023,-232.6366933,-219.552637,-220.6300326,-219.4794674,-223.1455706,-225.4033061,-240.3673079,-240.6893542,-241.369158,-241.941727,-230.4857142,-255.9553158,-257.3761133,-245.893178,-245.589204,-254.2060166,-263.5636377,-267.8426172,-264.6889582,-233.8429741,-200.3927083,-238.2904522,-239.080846,-231.607531,-237.0323924,-244.3168576,-251.8973275,-247.5054511,-237.6395455
-276.8601165,-288.3636354,-285.2807104,-290.6580616,-243.6014311,-147.9628452,-222.9351895,-176.0173628,-144.2520799,-174.5795748,-171.3332358,-146.5123545,-163.0800604,-130.2985067,-140.7624578,-95.01552265,-92.69672378,-90.35109054,-91.84437255,-100.2696761,-122.379433,-155.3364824,-161.8092607,-175.7746605,-181.7154091,-187.9129899,-217.9728828,-189.8026817,-136.3802709,-123.0362221,-131.7917638,-123.066877,-93.34799128,-103.5596357,-99.96704359,-109.2625573,-105.1415061,-115.22405,-112.0269055,-113.9189987,-114.6652176,-112.4114689,-115.9456216,-118.0626646,-119.5249284,-124.7527407,-117.9374317,-122.831451,-122.6321387,-122.3073175,-124.2285307,-126.6309732,-137.2369178,-158.0566753,-171.2946284,-174.5936414,-168.5938152,-176.0431769,-181.8921381,-176.2894355,-182.5235319,-171.9361843,-181.9370471,-196.6438394,-205.4053917,-198.8977541,-213.2512972,-214.7764817,-211.2501007,-224.1711994,-228.5116325,-242.3351306,-228.0925848,-230.3378218,-234.671893,-239.5529551,-236.7852653,-247.5488941,-258.1458139,-259.357719,-260.3095926,-246.3215873,-268.5533216,-272.4573399,-263.2042006,-263.0051101,-268.5388034,-279.0279112,-281.261886,-274.3869245,-232.6589011,-208.1852535,-242.6316696,-252.9419889,-243.5153305,-254.6333522,-255.0550641,-266.4534633,-262.3135195,-254.2311444
-284.0998685,-291.2328186,-292.3183045,-299.3455061,-247.9900083,-156.0102328,-225.564698,-181.750123,-149.7033017,-174.4758753,-173.8293629,-150.0498667,-165.5940852,-137.1543058,-156.2277113,-114.9537274,-114.4424789,-111.4621043,-113.8402409,-123.2310915,-152.6424175,-175.3626178,-189.3013655,-208.4256061,-216.5812738,-216.6783542,-238.4299062,-191.8959876,-134.8419526,-132.9548934,-146.6766627,-143.5314824,-117.2681034,-123.3608502,-121.7675876,-129.2755729,-122.902768,-136.0876803,-135.8497991,-141.1355774,-141.5289593,-145.8868421,-149.3305742,-150.1883039,-154.947613,-153.6904163,-148.5718053,-157.7303229,-155.4144051,-154.4797067,-158.0008726,-160.4887806,-171.1077537,-182.0103533,-194.0167651,-189.6425999,-193.6464776,-191.6098055,-188.6810074,-194.5109639,-193.4006839,-183.8222168,-199.8096651,-213.3928882,-220.7913554,-210.6201463,-226.7680118,-227.0445438,-221.3761688,-241.0217091,-236.9604518,-249.027849,-242.4115663,-242.9053127,-252.2415314,-252.0822146,-250.1333363,-256.6799958,-268.5682933,-274.3400954,-275.6962662,-261.6360595,-278.1544476,-280.3535646,-274.6091107,-276.9791319,-276.8373994,-291.4396069,-290.7454274,-283.1612628,-237.1823348,-224.7833818,-250.9875125,-262.627988,-254.5320144,-264.6744823,-263.168725,-276.100555,-269.8479985,-267.969192
-286.0683602,-292.9495269,-298.1323124,-298.0246446,-259.2167395,-168.0771166,-238.6325103,-187.5865312,-160.9995542,-177.8611654,-177.5583653,-156.6354395,-165.8107358,-151.3911047,-171.8167644,-146.9162343,-140.0286947,-138.1349791,-139.314072,-153.0024537,-179.9760425,-203.2402951,-215.1945221,-236.5158263,-241.4184009,-234.7641654,-245.6886345,-198.1247025,-142.8023356,-146.1340234,-173.3232475,-170.3776121,-146.1146839,-150.1142845,-151.4610167,-157.7764884,-149.2733215,-161.1895159,-161.3343592,-168.4326012,-168.7183303,-173.3776843,-176.4704247,-174.4371168,-179.6702179,-177.1340156,-174.6173908,-187.3875604,-184.8084211,-181.1793773,-188.1383542,-191.004934,-197.9423736,-199.5691266,-210.3533234,-204.4841983,-210.3113164,-206.5854339,-200.0846935,-213.9042845,-203.2552587,-199.0112087,-217.1064919,-226.642545,-236.5669411,-224.4721682,-238.4813486,-238.1945622,-230.7922175,-251.3855638,-239.0654483,-252.1474206,-251.8988926,-252.7577644,-263.2591645,-259.98138,-260.5761261,-265.0998559,-268.7266557,-280.8723387,-281.9682347,-270.8961518,-279.381942,-276.706564,-281.4759523,-283.9960658,-279.3044493,-301.3011925,-296.9794641,-291.0426166,-245.6356287,-240.8938035,-258.978217,-264.1097921,-263.7676531,-272.4327149,-269.0127219,-273.6878515,-270.9961374,-279.8510312
-287.2959839,-292.2705735,-296.7084009,-294.4512721,-268.4623807,-175.7711979,-243.7162009,-185.9014943,-164.8876262,-175.4478053,-176.0930938,-160.7113625,-163.0523901,-163.1327514,-180.6292562,-169.1672106,-154.0660468,-154.7615153,-152.1369288,-170.2982346,-191.5525613,-218.093477,-229.7269731,-246.399091,-252.6411636,-245.3682265,-245.7047978,-198.8345628,-151.6528254,-151.0548145,-189.1268958,-184.8726425,-167.1317786,-171.0215806,-172.1865308,-178.92645,-168.8267617,-178.262964,-177.1671607,-176.9176057,-179.3951805,-182.1679857,-184.835509,-180.051034,-185.4957454,-184.6486569,-186.5512979,-192.6524854,-194.668628,-192.4667103,-197.3980224,-199.4713582,-204.3360673,-206.4368115,-218.6584556,-209.6686614,-211.3235621,-216.2437787,-208.720436,-219.35551,-212.7354483,-211.1998116,-226.3465886,-231.8274372,-239.3502414,-235.9359673,-245.7999733,-239.4549413,-235.5138755,-247.8505629,-240.5831764,-255.4602134,-251.3015546,-257.1814906,-268.3269083,-266.3870103,-263.2838528,-265.2748048,-265.030037,-282.1324426,-288.9544626,-275.8432944,-279.0406393,-276.2763336,-284.5537086,-285.7490673,-280.9984396,-296.5897545,-300.1430103,-300.6941832,-255.8153982,-243.5084962,-260.9012421,-263.5653384,-272.0924194,-272.8171809,-273.9926389,-271.011955,-273.8305336,-285.6227304
-286.9457451,-292.358869,-295.2091885,-295.1630765,-276.3141248,-174.3849625,-242.3967475,-174.9206295,-161.4494977,-170.5210231,-170.2951922,-159.6557215,-157.9763322,-167.2654415,-180.052621,-171.8428238,-151.1503336,-157.2752758,-150.7802776,-170.9747792,-191.8067801,-217.2209269,-232.1455243,-247.7079928,-254.5481808,-250.1662048,-243.2374557,-197.4696267,-151.9509975,-151.0777473,-186.7408543,-184.6918784,-172.4258722,-177.6053974,-174.0659893,-185.2612707,-169.3129711,-181.2415694,-177.6949826,-171.3921801,-172.260434,-178.5928064,-176.7488575,-168.8382376,-176.5548612,-177.3950249,-183.9375002,-176.7348897,-186.8075032,-188.7302822,-189.504224,-189.6128935,-192.9522005,-194.4796357,-209.1213291,-204.3819699,-193.9075858,-209.4680117,-203.9791796,-209.2449298,-214.5051604,-215.6802189,-224.685384,-219.8744833,-233.1473373,-236.6356148,-245.0293851,-238.3624089,-238.4311367,-243.5411814,-245.295192,-259.4739811,-248.5048925,-257.9919556,-268.0879427,-268.8064751,-265.2012309,-266.1494557,-265.7848467,-280.2638609,-298.2183316,-279.0917926,-279.302382,-282.5322613,-283.8220189,-286.2558074,-285.5821994,-292.918246,-302.289895,-308.9484784,-263.0527257,-243.7519585,-261.8630102,-267.6726169,-270.6487587,-270.3570045,-277.1015531,-271.0787336,-280.8361832,-291.1719784
-287.715976,-293.0023606,-297.6896061,-299.7220204,-281.2799682,-173.1067862,-234.7036758,-164.1923745,-153.4563232,-160.0944987,-158.9340471,-152.5015364,-149.1253211,-163.4103305,-170.3717506,-160.8621818,-139.9208154,-149.0093064,-141.8999752,-159.0619595,-178.4342851,-207.1442554,-224.2685907,-242.5907046,-247.6079673,-247.012248,-238.4248317,-195.3379121,-144.0988006,-146.8586279,-175.3384838,-176.3390752,-161.2331096,-169.9923399,-159.407627,-178.6517297,-156.2371357,-171.4191624,-168.9027149,-165.6557935,-162.2903578,-175.3109882,-165.6088945,-157.141631,-165.3767265,-170.9376384,-169.7150353,-161.2435693,-168.0276963,-181.511206,-170.9048839,-178.2177936,-177.7948411,-177.8917942,-197.6516595,-195.7301122,-178.6021275,-200.563421,-193.1339968,-194.2065054,-208.7176324,-213.0962488,-221.0214049,-209.1193167,-223.5597009,-232.0343181,-241.5073702,-238.3119812,-241.4543961,-244.1262725,-250.7350829,-258.5645858,-248.0328046,-259.4995144,-269.1073746,-271.726503,-269.3713017,-269.4975307,-270.3725475,-274.3967942,-297.4704405,-278.8621534,-281.4419955,-284.6556029,-286.4048307,-290.6642161,-291.0511724,-293.9456259,-301.8294435,-307.3148314,-261.9397606,-249.8089195,-267.2206986,-269.8820945,-272.6983909,-267.6803221,-269.0636118,-273.5578768,-281.4394032,-294.7588816
-285.4352037,-288.0126168,-303.3661383,-303.4279921,-284.1530739,-175.930914,-229.2774678,-155.4513183,-150.0949703,-150.9675809,-149.1836621,-145.8808279,-136.5634016,-151.8029101,-157.4916451,-142.4853704,-126.2251695,-135.4046309,-128.3721403,-142.5321803,-162.6169954,-192.7330156,-214.5683844,-237.0661847,-245.5396693,-242.6186747,-237.2533642,-196.7440752,-133.0156119,-139.2410864,-161.2046547,-163.0626972,-146.3439972,-145.2941779,-142.2379722,-168.6434723,-146.0997791,-162.1413671,-162.5824814,-168.234285,-159.1880181,-182.938889,-164.0651935,-156.8648793,-162.1367557,-172.7466994,-168.5984662,-158.796956,-159.6157243,-177.7064361,-166.0992981,-182.6459393,-177.2951518,-167.9517266,-193.9906457,-189.6130148,-177.4186204,-197.2289224,-193.2540178,-192.2651082,-206.5805679,-213.6807565,-220.7409077,-212.6226853,-222.5413592,-231.5851919,-242.9263621,-239.6775773,-242.91614,-247.7716746,-254.9761872,-257.8806684,-252.8159977,-263.8704054,-266.7776927,-272.1600484,-273.8446571,-275.8578114,-275.7737287,-271.6272971,-293.4888244,-277.547489,-285.7105697,-282.0638864,-291.9889157,-288.0833585,-290.4684507,-297.1796374,-302.7072031,-299.2962524,-261.514965,-260.2904353,-269.9834296,-273.1350633,-276.2539181,-268.2237224,-265.0262309,-278.0207436,-281.5214897,-290.7893924
-283.896433,-289.2148264,-304.3869965,-305.8240458,-283.1563553,-181.0906726,-230.5267406,-153.3496234,-149.3943479,-145.7148145,-141.3411195,-144.8628398,-129.4153605,-140.0073113,-146.6425617,-134.1058488,-123.1310486,-129.7407706,-122.7663436,-132.9457867,-150.6372486,-183.5626428,-210.0952435,-232.35005,-243.7234231,-244.5882388,-241.0163313,-202.7268147,-122.8693077,-129.1293416,-146.0752717,-151.0789519,-138.3050876,-132.2844907,-138.6072939,-164.4293434,-145.1831677,-162.7037083,-169.2288029,-177.7436769,-169.2547524,-188.7134794,-172.9564181,-167.7256146,-167.997881,-182.4580653,-176.10942,-169.3911805,-165.0143891,-182.4302327,-175.8572814,-196.2580846,-188.498655,-173.5749289,-196.6041695,-193.1803874,-189.710656,-204.2176909,-204.5276464,-205.6657064,-216.7061178,-219.6259249,-224.5739031,-227.4233946,-231.6304332,-233.6277286,-247.5586858,-242.2471405,-243.9776654,-251.0806938,-255.7661486,-259.2817111,-261.6977562,-263.3988869,-269.068797,-270.7288159,-275.9632091,-282.6358231,-279.9159828,-270.8339794,-286.4528282,-276.2641632,-287.5624475,-280.3001937,-294.5191381,-286.1063292,-288.5884116,-298.3115148,-305.9903831,-291.7798499,-258.3737982,-265.4262687,-271.7571697,-276.8003826,-273.6507495,-270.9356187,-267.7317658,-281.0436715,-281.0441112,-285.7088186
